title,text,label
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
Donald Trump says economy is great,President Trump said the economy is booming.,REAL
Vaccine reduces Covid deaths,Health experts confirm vaccine effectiveness.,REAL
NASA launches new space telescope,NASA successfully launches James Webb telescope.,REAL
Stock markets reach record highs,Dow Jones hits record high amid growth.,REAL
UN warns about climate change impact,United Nations warns about rising global temperatures.,REAL
